Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
21,No,Travel_Frequently,1417,Sales,5,3,Marketing,1,6770,1,Male,53,3,3,Sales Executive,3,Single,3076,2295,2,Y,No,20,4,1,80,3,10,3,2,6,3,1,5
22,No,Travel_Rarely,922,Sales,15,2,Technical Degree,1,1803,1,Female,76,2,2,Laboratory Technician,4,Married,1457,12903,4,Y,No,23,4,1,80,3,0,4,1,9,4,4,3
23,No,Travel_Frequently,530,Sales,14,4,Other,1,9743,2,Female,32,3,3,Sales Executive,1,Single,1170,2581,6,Y,No,12,3,1,80,1,1,2,1,7,2,2,0
21,Yes,Travel_Frequently,1397,Research & Development,4,2,Life Sciences,1,1086,3,Male,64,1,3,Healthcare Representative,4,Married,5053,16081,7,Y,No,10,3,2,80,1,7,2,3,7,2,1,2
23,Yes,Travel_Rarely,698,Human Resources,26,2,Life Sciences,1,2972,2,Male,86,3,2,Sales Executive,3,Divorced,7929,15474,8,Y,No,17,4,3,80,1,8,5,3,3,2,1,3
20,Yes,Travel_Frequently,835,Human Resources,16,5,Medical,1,6281,2,Female,99,2,2,Laboratory Technician,2,Single,4222,8508,1,Y,Yes,11,3,2,80,1,7,0,3,3,1,2,2
19,No,Non-Travel,1499,Human Resources,19,2,Technical Degree,1,7017,3,Male,74,4,1,Sales Representative,4,Divorced,6488,12800,8,Y,No,11,4,1,80,0,4,6,2,4,3,5,3
19,Yes,Travel_Frequently,657,Research & Development,26,5,Medical,1,2529,2,Female,60,3,3,Sales Representative,1,Single,2897,5834,6,Y,No,18,4,3,80,2,10,1,1,2,4,1,4
24,No,Non-Travel,1011,Human Resources,14,1,Other,1,2959,3,Male,49,4,5,Research Scientist,3,Divorced,5049,18819,0,Y,Yes,17,4,2,80,0,10,1,4,6,3,1,5
21,Yes,Travel_Rarely,991,Research & Development,1,3,Technical Degree,1,6466,3,Female,85,4,5,Laboratory Technician,2,Single,4637,19428,9,Y,No,11,4,4,80,1,6,0,2,5,3,0,1
23,No,Travel_Rarely,393,Research & Development,28,5,Life Sciences,1,8249,4,Male,67,1,3,Research Scientist,4,Married,3023,3735,4,Y,Yes,10,3,3,80,0,7,5,3,2,5,1,5
29,No,Travel_Frequently,631,Sales,25,2,Other,1,7329,1,Female,85,1,1,Laboratory Technician,1,Married,1560,13028,1,Y,No,23,3,1,80,3,7,5,3,4,4,3,5
28,No,Travel_Frequently,851,Sales,18,1,Other,1,8427,4,Male,55,1,5,Sales Executive,2,Divorced,6271,11168,2,Y,No,12,4,2,80,3,11,3,2,4,5,4,4
18,Yes,Travel_Rarely,1132,Research & Development,11,4,Technical Degree,1,8754,2,Male,96,1,5,Research Scientist,2,Divorced,7513,19895,5,Y,Yes,11,3,2,80,1,4,4,4,2,5,2,1
25,No,Travel_Frequently,1278,Research & Development,16,2,Medical,1,5238,1,Female,65,1,5,Human Resources,3,Single,2709,17182,5,Y,No,23,4,2,80,2,1,5,1,5,4,2,1
23,No,Non-Travel,1347,Research & Development,26,2,Marketing,1,6461,2,Male,69,3,4,Human Resources,3,Divorced,5339,3864,1,Y,Yes,12,4,4,80,2,9,5,1,9,6,2,1
22,No,Travel_Rarely,972,Research & Development,11,4,Medical,1,2216,2,Female,72,1,3,Research Scientist,3,Married,7358,9407,1,Y,No,20,3,2,80,3,5,5,2,2,6,5,4
20,No,Non-Travel,1281,Research & Development,10,3,Medical,1,6634,3,Female,78,1,4,Healthcare Representative,2,Married,6328,17606,2,Y,No,16,4,3,80,2,4,6,1,1,1,4,4
25,Yes,Non-Travel,689,Research & Development,11,1,Life Sciences,1,6059,4,Male,30,3,2,Manufacturing Director,1,Divorced,3756,16040,5,Y,Yes,18,3,2,80,0,8,3,1,2,3,3,4
29,No,Non-Travel,1347,Sales,27,4,Human Resources,1,7423,4,Female,30,4,4,Research Scientist,4,Married,4691,12259,9,Y,Yes,18,3,2,80,3,1,3,2,7,5,4,5
27,Yes,Travel_Rarely,1208,Sales,26,4,Life Sciences,1,7081,3,Male,86,2,2,Research Scientist,1,Married,1180,15169,8,Y,Yes,22,3,3,80,3,7,5,3,3,6,3,3
24,Yes,Travel_Rarely,1288,Research & Development,21,4,Other,1,7522,1,Female,80,2,2,Sales Executive,3,Single,6393,14307,8,Y,Yes,20,3,3,80,3,7,1,1,3,6,2,0
21,No,Travel_Rarely,454,Research & Development,14,3,Medical,1,1056,3,Male,71,2,3,Manufacturing Director,3,Divorced,5786,4452,1,Y,No,17,3,3,80,2,4,3,3,8,5,5,0
23,No,Travel_Rarely,1451,Human Resources,21,4,Other,1,6326,2,Female,73,4,2,Sales Representative,4,Divorced,5413,9589,7,Y,No,19,4,2,80,3,6,2,1,8,3,4,2
29,Yes,Travel_Rarely,154,Research & Development,7,1,Marketing,1,9665,2,Male,63,3,4,Human Resources,2,Divorced,4058,9373,7,Y,No,23,3,3,80,3,10,6,1,7,6,4,2
25,Yes,Travel_Rarely,154,Research & Development,9,3,Other,1,3139,3,Female,43,3,2,Manager,3,Married,1986,2023,0,Y,No,15,4,4,80,2,11,6,1,2,4,1,4
23,Yes,Non-Travel,1151,Human Resources,18,5,Other,1,5552,3,Male,86,4,5,Sales Representative,2,Divorced,6139,9479,6,Y,No,21,3,3,80,3,8,5,3,8,0,2,4
21,No,Travel_Rarely,643,Research & Development,13,1,Other,1,8999,3,Female,69,1,2,Healthcare Representative,2,Married,2219,13385,9,Y,No,14,3,3,80,3,6,3,1,1,0,3,3
23,Yes,Travel_Rarely,605,Sales,2,1,Human Resources,1,4621,2,Male,93,2,5,Research Scientist,2,Divorced,3447,15117,4,Y,Yes,13,4,1,80,0,11,5,1,9,1,1,4
22,No,Non-Travel,226,Research & Development,1,2,Marketing,1,1136,2,Male,36,3,2,Human Resources,2,Single,7604,5390,0,Y,No,16,4,1,80,3,8,1,1,8,5,2,3
24,No,Travel_Rarely,1011,Human Resources,20,5,Marketing,1,9283,4,Male,52,1,5,Healthcare Representative,2,Married,3156,11271,8,Y,Yes,20,3,1,80,0,1,6,3,4,1,5,5
26,Yes,Travel_Rarely,305,Sales,3,5,Life Sciences,1,9704,4,Female,48,1,2,Manager,1,Divorced,3951,4434,3,Y,No,10,4,3,80,3,10,0,3,2,5,1,2
20,Yes,Travel_Frequently,414,Sales,5,1,Medical,1,5138,3,Female,82,2,5,Manager,4,Married,2356,14874,2,Y,No,22,4,4,80,1,4,3,1,4,3,5,4
24,No,Non-Travel,1173,Research & Development,2,3,Human Resources,1,6499,1,Male,95,2,2,Research Scientist,1,Married,4672,6770,8,Y,No,19,3,3,80,1,5,3,1,8,0,5,3
21,No,Travel_Rarely,316,Research & Development,3,4,Human Resources,1,4523,4,Female,40,2,3,Manager,3,Married,3131,15571,6,Y,Yes,20,3,2,80,0,5,2,4,7,3,1,4
18,No,Travel_Rarely,564,Research & Development,12,3,Medical,1,4838,1,Female,93,4,1,Sales Representative,2,Married,5897,4307,3,Y,Yes,24,3,2,80,2,1,5,3,5,6,2,4
29,No,Non-Travel,970,Research & Development,25,1,Medical,1,7004,4,Female,74,3,2,Manager,4,Married,7553,4150,7,Y,No,18,3,4,80,0,10,6,4,8,3,2,1
28,No,Travel_Frequently,773,Research & Development,29,2,Human Resources,1,3603,1,Female,79,3,1,Sales Representative,4,Single,2473,14176,9,Y,Yes,11,4,3,80,3,4,6,3,7,5,0,5
23,No,Non-Travel,849,Human Resources,14,2,Technical Degree,1,8213,3,Female,38,4,5,Manager,1,Single,7321,9057,3,Y,Yes,12,3,4,80,0,1,2,1,5,5,0,4
23,No,Travel_Frequently,135,Sales,26,4,Life Sciences,1,8951,3,Male,66,2,2,Human Resources,1,Married,5420,13206,2,Y,No,19,4,4,80,3,4,0,4,6,6,5,4
18,No,Travel_Frequently,706,Human Resources,24,5,Technical Degree,1,5930,1,Female,80,1,5,Sales Representative,3,Married,3598,3200,1,Y,Yes,13,4,4,80,3,5,6,1,2,5,4,0
19,No,Travel_Frequently,137,Research & Development,12,2,Human Resources,1,3200,2,Male,86,4,2,Sales Executive,2,Single,5665,14666,6,Y,No,16,4,1,80,0,3,3,3,9,2,5,4
18,No,Travel_Frequently,480,Human Resources,17,5,Technical Degree,1,4333,1,Female,54,2,5,Manufacturing Director,2,Divorced,4686,12308,9,Y,No,14,4,4,80,3,5,5,3,4,2,3,3
21,No,Travel_Frequently,935,Sales,12,4,Medical,1,9000,3,Male,96,1,3,Human Resources,4,Single,7552,2984,3,Y,No,19,3,2,80,0,9,0,2,9,2,0,3
24,Yes,Travel_Frequently,1351,Sales,4,1,Life Sciences,1,5823,4,Male,58,1,5,Research Scientist,3,Married,5273,14813,9,Y,No,15,4,2,80,2,0,2,3,5,5,0,4
18,No,Travel_Frequently,151,Human Resources,22,5,Marketing,1,9389,2,Male,52,4,5,Healthcare Representative,1,Divorced,6118,8768,4,Y,No,10,3,2,80,0,3,3,4,0,5,5,4
18,Yes,Travel_Rarely,476,Human Resources,12,5,Medical,1,1825,2,Female,72,4,2,Manufacturing Director,2,Single,4535,4047,7,Y,No,20,3,3,80,3,5,2,3,8,6,5,1
19,No,Travel_Rarely,1251,Human Resources,22,1,Technical Degree,1,2940,3,Female,67,4,5,Sales Executive,4,Married,7184,12457,8,Y,No,11,4,3,80,0,3,3,4,8,6,3,0
18,No,Travel_Rarely,395,Human Resources,6,2,Other,1,6674,4,Female,57,1,4,Healthcare Representative,3,Married,7054,8501,1,Y,No,20,3,1,80,3,0,1,4,0,1,4,2
23,No,Travel_Frequently,452,Research & Development,5,4,Human Resources,1,4222,4,Female,86,1,4,Healthcare Representative,3,Married,4355,17474,3,Y,Yes,14,4,1,80,1,6,5,2,1,1,3,2
29,No,Non-Travel,158,Sales,9,3,Medical,1,4217,1,Female,58,4,4,Research Scientist,2,Married,2455,2073,3,Y,No,12,3,4,80,0,9,5,3,1,5,0,5
29,No,Travel_Rarely,1176,Sales,8,3,Marketing,1,4543,3,Male,65,4,3,Sales Representative,1,Single,2006,13398,1,Y,No,19,4,3,80,2,11,1,4,1,4,5,0
20,No,Travel_Frequently,101,Research & Development,8,3,Medical,1,9045,2,Female,47,2,3,Sales Representative,2,Single,5979,5595,8,Y,No,18,3,4,80,2,5,5,2,5,6,5,1
24,Yes,Travel_Frequently,1045,Research & Development,15,2,Technical Degree,1,6233,4,Female,45,3,2,Sales Representative,2,Divorced,1285,5378,8,Y,No,20,4,4,80,3,2,1,4,6,2,4,3
25,No,Travel_Frequently,1082,Research & Development,1,5,Medical,1,7880,1,Female,65,2,4,Manufacturing Director,3,Single,7483,15113,5,Y,No,23,4,2,80,2,6,6,3,9,2,3,3
27,No,Travel_Frequently,1169,Sales,3,2,Other,1,3211,1,Male,34,4,4,Research Director,4,Divorced,3000,10153,6,Y,Yes,19,4,1,80,1,0,1,3,7,1,2,5
18,No,Non-Travel,1092,Human Resources,20,5,Other,1,6083,1,Male,77,4,4,Manufacturing Director,2,Single,3745,16618,4,Y,Yes,19,4,1,80,2,8,3,3,1,3,0,5
24,No,Travel_Rarely,939,Human Resources,28,3,Medical,1,2183,1,Female,33,2,5,Research Director,3,Married,6238,7007,3,Y,Yes,12,4,4,80,1,3,6,3,3,0,0,5
19,No,Non-Travel,379,Sales,17,3,Marketing,1,2703,1,Female,90,4,1,Manager,1,Single,7033,4822,7,Y,No,13,4,1,80,2,1,1,3,5,0,2,0
24,No,Travel_Rarely,366,Sales,12,3,Marketing,1,6341,2,Female,82,2,5,Laboratory Technician,1,Single,2088,3705,3,Y,No,16,3,2,80,1,8,0,3,9,3,3,1
20,No,Non-Travel,680,Sales,6,1,Human Resources,1,9099,4,Female,94,1,4,Sales Executive,2,Divorced,7800,12614,1,Y,No,21,4,2,80,2,5,1,4,1,6,3,5
18,No,Travel_Rarely,154,Sales,8,1,Marketing,1,3010,2,Male,81,4,5,Human Resources,1,Single,4505,8328,7,Y,Yes,17,4,4,80,3,8,2,1,0,3,3,0
26,No,Travel_Rarely,570,Sales,3,3,Marketing,1,6169,4,Male,89,3,2,Sales Executive,4,Married,6322,15831,0,Y,No,16,4,3,80,2,7,1,1,6,6,2,5
19,Yes,Travel_Frequently,1177,Research & Development,16,4,Other,1,6450,2,Male,54,1,2,Laboratory Technician,1,Divorced,7280,15472,6,Y,Yes,12,3,2,80,3,9,4,2,4,1,3,2
26,No,Travel_Rarely,294,Research & Development,21,5,Medical,1,2422,3,Male,85,1,4,Manager,1,Married,3115,12905,9,Y,No,17,4,3,80,1,8,4,3,9,6,5,3
27,Yes,Travel_Frequently,1109,Human Resources,2,5,Other,1,6513,1,Male,85,2,3,Healthcare Representative,4,Married,7335,6229,2,Y,No,24,3,3,80,0,11,6,3,4,0,2,5
24,No,Travel_Frequently,442,Research & Development,14,2,Life Sciences,1,3270,2,Male,69,3,2,Research Director,4,Single,2769,16328,2,Y,Yes,11,3,1,80,1,2,0,2,1,1,3,1
18,Yes,Travel_Frequently,967,Human Resources,3,2,Medical,1,9902,4,Male,85,3,2,Human Resources,1,Single,2204,13834,9,Y,Yes,15,3,2,80,3,11,3,1,5,2,3,0
23,Yes,Travel_Rarely,997,Human Resources,29,5,Other,1,8295,4,Female,89,2,5,Sales Representative,1,Single,4409,9174,4,Y,Yes,20,4,1,80,2,4,4,2,2,5,1,2
25,No,Travel_Rarely,668,Human Resources,12,2,Other,1,8974,3,Male,35,3,3,Sales Executive,1,Married,1892,12116,6,Y,Yes,22,4,4,80,0,6,3,3,6,3,2,0
18,No,Non-Travel,1340,Research & Development,10,4,Technical Degree,1,8774,4,Female,90,3,2,Research Scientist,4,Married,4979,5803,6,Y,Yes,13,4,1,80,2,7,6,2,1,5,2,2
28,No,Travel_Frequently,1333,Research & Development,3,2,Life Sciences,1,2184,2,Male,94,2,5,Research Scientist,2,Single,6251,3795,8,Y,Yes,20,4,1,80,0,4,1,2,5,6,1,5
28,No,Travel_Frequently,1402,Sales,3,4,Medical,1,1286,2,Female,87,1,2,Human Resources,4,Single,1930,6027,4,Y,No,18,3,1,80,3,1,4,3,4,3,2,2
20,No,Non-Travel,1437,Sales,8,5,Life Sciences,1,6939,2,Male,82,3,2,Healthcare Representative,4,Divorced,2722,14634,5,Y,No,14,4,4,80,2,8,0,3,5,5,3,1
23,Yes,Travel_Rarely,689,Human Resources,5,1,Technical Degree,1,8405,1,Male,60,2,3,Sales Executive,4,Single,2011,10229,0,Y,Yes,23,4,4,80,1,1,2,2,3,2,5,5
19,No,Travel_Rarely,1431,Human Resources,8,1,Technical Degree,1,5485,3,Male,81,4,5,Sales Executive,2,Single,4067,8415,2,Y,Yes,20,4,3,80,2,2,2,1,5,3,1,1
20,No,Non-Travel,173,Sales,14,5,Life Sciences,1,4310,1,Female,47,2,5,Healthcare Representative,1,Married,6012,16661,7,Y,No,21,4,3,80,1,0,5,4,3,3,1,1
19,No,Travel_Frequently,778,Sales,27,2,Life Sciences,1,2478,1,Female,76,1,3,Laboratory Technician,2,Single,3233,12758,4,Y,No,18,4,3,80,0,0,5,1,9,6,0,0
28,No,Travel_Frequently,234,Human Resources,15,5,Marketing,1,5974,1,Female,69,3,5,Research Scientist,4,Married,4244,14543,3,Y,Yes,24,3,2,80,2,5,4,1,5,4,5,4
20,Yes,Travel_Frequently,1107,Human Resources,8,3,Other,1,8783,2,Male,72,3,3,Research Scientist,3,Divorced,1477,5287,8,Y,Yes,12,3,2,80,1,6,6,4,3,6,4,0
22,No,Travel_Frequently,1393,Human Resources,12,4,Other,1,8654,1,Female,95,4,4,Healthcare Representative,4,Divorced,1688,18204,5,Y,No,10,3,1,80,0,9,1,1,6,2,4,0
23,No,Travel_Frequently,1340,Human Resources,10,2,Other,1,4270,4,Male,47,4,4,Laboratory Technician,2,Married,6010,10845,4,Y,No,23,4,3,80,3,6,6,1,0,2,3,1
24,No,Travel_Frequently,930,Research & Development,18,4,Other,1,2714,2,Female,76,2,4,Sales Executive,4,Single,3738,5687,7,Y,Yes,24,4,1,80,3,4,3,3,1,4,0,2
20,Yes,Non-Travel,1162,Human Resources,22,5,Life Sciences,1,3257,1,Female,76,3,3,Sales Representative,4,Divorced,6609,16932,7,Y,No,20,3,4,80,3,4,3,3,3,2,2,3
19,No,Travel_Rarely,956,Research & Development,23,1,Marketing,1,2233,3,Female,67,1,4,Healthcare Representative,3,Married,3339,7658,5,Y,Yes,13,3,1,80,2,4,2,2,1,1,3,5
23,Yes,Non-Travel,870,Sales,9,1,Medical,1,8573,3,Female,74,4,4,Laboratory Technician,1,Married,4392,7145,3,Y,Yes,12,4,1,80,3,3,4,4,3,6,4,1
28,No,Travel_Frequently,346,Sales,20,5,Other,1,2494,3,Female,90,1,2,Healthcare Representative,1,Single,4018,16289,3,Y,No,13,3,1,80,2,0,3,4,4,0,3,2
27,No,Travel_Rarely,1348,Human Resources,18,5,Medical,1,4847,4,Male,53,4,1,Manager,4,Divorced,7843,19325,0,Y,Yes,13,3,3,80,2,10,4,4,7,4,0,3
24,No,Travel_Rarely,141,Research & Development,3,2,Human Resources,1,1135,4,Female,32,1,2,Human Resources,1,Divorced,2764,12991,1,Y,No,23,3,3,80,0,3,5,3,5,5,0,0
29,No,Non-Travel,1017,Research & Development,20,3,Other,1,1203,4,Female,98,1,5,Sales Executive,1,Married,5873,5488,4,Y,Yes,10,3,1,80,2,7,3,3,3,6,2,5
28,No,Non-Travel,595,Human Resources,15,1,Medical,1,1142,2,Male,44,1,1,Human Resources,2,Single,1207,6815,3,Y,No,24,4,3,80,2,10,6,3,9,4,3,4
22,Yes,Travel_Frequently,470,Human Resources,16,5,Medical,1,2360,3,Female,32,3,2,Sales Representative,4,Divorced,7991,17137,6,Y,No,12,4,2,80,0,1,4,2,6,2,1,3
23,No,Non-Travel,947,Human Resources,14,3,Marketing,1,6328,3,Male,52,1,2,Laboratory Technician,3,Single,2289,8220,1,Y,Yes,13,3,4,80,1,2,0,3,0,2,0,0
21,Yes,Travel_Frequently,1017,Sales,1,1,Technical Degree,1,4356,2,Female,36,1,2,Laboratory Technician,2,Single,3036,7277,1,Y,No,18,4,1,80,1,10,6,2,9,1,1,0
28,No,Travel_Rarely,841,Sales,19,3,Technical Degree,1,5349,2,Female,36,4,5,Sales Executive,2,Single,6837,17882,1,Y,Yes,17,4,4,80,0,10,0,4,1,1,1,2
19,No,Travel_Frequently,887,Sales,28,4,Human Resources,1,8365,1,Female,87,1,5,Human Resources,3,Single,2405,16422,0,Y,Yes,14,4,1,80,2,7,0,3,0,6,4,2
25,Yes,Travel_Frequently,191,Human Resources,3,5,Other,1,1385,3,Female,79,2,2,Laboratory Technician,3,Divorced,1735,9333,1,Y,No,11,3,2,80,0,1,0,4,6,2,0,2
20,No,Travel_Rarely,125,Sales,28,3,Technical Degree,1,5926,3,Female,81,1,5,Sales Representative,1,Married,3866,8783,1,Y,No,17,3,3,80,1,5,0,3,2,5,3,5
28,No,Travel_Frequently,567,Research & Development,2,4,Human Resources,1,5249,1,Male,68,1,3,Manager,2,Divorced,3167,18654,9,Y,No,16,4,4,80,3,1,1,1,7,0,5,5
18,No,Travel_Rarely,729,Human Resources,16,4,Marketing,1,4725,3,Male,81,1,1,Manager,2,Single,3570,14965,7,Y,Yes,12,4,1,80,1,4,5,1,7,3,5,1
22,Yes,Travel_Rarely,129,Sales,5,5,Marketing,1,9959,2,Female,55,3,1,Human Resources,1,Single,7070,2095,7,Y,Yes,10,3,1,80,3,7,1,2,0,2,5,1
23,Yes,Non-Travel,492,Research & Development,21,1,Medical,1,1064,1,Male,59,1,2,Research Director,3,Single,4186,15906,7,Y,Yes,19,4,3,80,1,2,1,1,6,2,2,2
20,Yes,Travel_Frequently,1419,Sales,27,3,Human Resources,1,1779,3,Male,51,1,4,Healthcare Representative,4,Divorced,3033,11299,4,Y,No,12,3,2,80,2,6,1,2,8,2,5,3
23,No,Travel_Rarely,1141,Human Resources,25,4,Medical,1,6529,1,Female,66,3,4,Research Director,4,Married,7659,11456,9,Y,No,14,3,3,80,2,10,5,4,2,0,3,2
20,No,Travel_Frequently,968,Sales,3,2,Medical,1,2590,4,Male,38,3,5,Laboratory Technician,2,Single,2466,18976,0,Y,Yes,13,3,2,80,3,4,3,4,8,4,0,5
24,No,Travel_Rarely,1031,Human Resources,21,1,Marketing,1,7656,4,Male,52,3,4,Manager,3,Married,2861,17531,9,Y,No,17,3,1,80,3,11,0,4,6,5,0,2
21,No,Travel_Frequently,588,Human Resources,22,1,Human Resources,1,5133,3,Female,43,4,3,Human Resources,2,Married,3078,2738,4,Y,No,11,3,2,80,2,11,4,1,1,1,5,4
26,No,Non-Travel,458,Research & Development,8,1,Human Resources,1,6904,4,Female,79,1,2,Sales Executive,3,Single,2971,9111,4,Y,No,18,4,1,80,0,2,4,3,4,4,5,0
28,No,Travel_Rarely,1417,Research & Development,7,4,Human Resources,1,4046,3,Female,74,2,3,Research Director,4,Divorced,2610,3954,6,Y,Yes,22,4,3,80,1,0,6,4,9,4,3,1
26,Yes,Travel_Frequently,1421,Sales,13,2,Human Resources,1,6309,3,Female,70,1,5,Human Resources,1,Married,7141,17694,4,Y,No,20,4,3,80,2,2,6,3,7,2,2,1
24,No,Travel_Rarely,100,Sales,22,3,Marketing,1,4762,4,Female,40,1,2,Sales Representative,2,Single,3353,18687,5,Y,No,18,3,1,80,0,5,4,1,5,0,0,3
24,Yes,Travel_Rarely,1158,Human Resources,13,4,Marketing,1,6661,4,Female,64,3,3,Manager,2,Single,2862,14036,0,Y,No,22,4,4,80,1,10,5,3,8,6,5,2
29,No,Non-Travel,936,Research & Development,6,2,Other,1,5185,1,Female,84,2,5,Research Director,4,Single,1317,18474,8,Y,Yes,19,4,4,80,0,7,6,1,0,5,4,1
28,Yes,Travel_Rarely,530,Sales,28,4,Medical,1,5371,3,Female,42,4,5,Laboratory Technician,4,Married,7103,19920,0,Y,No,13,4,3,80,2,2,4,1,9,3,1,3
22,No,Non-Travel,728,Sales,14,5,Other,1,3562,2,Female,60,4,3,Human Resources,3,Single,6864,18525,5,Y,Yes,14,3,4,80,3,11,6,4,0,0,1,0
19,No,Travel_Rarely,934,Human Resources,9,3,Other,1,4664,4,Female,44,3,1,Research Director,1,Single,1585,13548,7,Y,No,20,4,1,80,3,9,1,1,2,6,3,3
18,Yes,Travel_Frequently,632,Human Resources,15,2,Technical Degree,1,1623,2,Female,86,4,1,Sales Representative,4,Divorced,6741,17772,3,Y,No,20,4,2,80,1,7,0,4,0,1,5,1
27,No,Travel_Frequently,894,Human Resources,4,1,Technical Degree,1,5667,4,Male,83,2,3,Manufacturing Director,4,Divorced,7231,5011,2,Y,Yes,16,3,2,80,3,7,5,3,5,1,4,1
20,No,Non-Travel,381,Human Resources,16,4,Life Sciences,1,3670,2,Female,78,1,1,Research Director,3,Divorced,1711,11480,7,Y,Yes,19,3,2,80,2,4,5,2,1,5,5,3
20,No,Travel_Rarely,524,Sales,7,4,Marketing,1,3942,2,Female,87,1,5,Manufacturing Director,4,Single,1516,17964,8,Y,Yes,16,4,1,80,3,6,0,4,1,6,1,2
21,No,Non-Travel,894,Sales,25,4,Medical,1,8551,4,Male,87,3,5,Research Scientist,2,Married,6160,9956,3,Y,No,23,3,1,80,3,7,3,3,0,3,4,5
24,No,Non-Travel,1208,Human Resources,29,3,Marketing,1,7385,4,Female,87,4,4,Manager,3,Divorced,7525,6396,8,Y,No,17,3,1,80,0,11,4,3,7,2,3,5
20,No,Travel_Frequently,602,Research & Development,24,5,Medical,1,2958,4,Male,41,2,2,Human Resources,1,Married,2232,10209,4,Y,No,21,3,4,80,2,2,3,2,8,3,2,5
27,No,Travel_Rarely,732,Sales,7,2,Technical Degree,1,6835,4,Female,92,1,4,Laboratory Technician,2,Single,3387,7266,5,Y,No,20,3,3,80,3,5,2,2,8,1,0,0
18,Yes,Travel_Rarely,264,Research & Development,26,1,Technical Degree,1,9522,1,Female,99,3,4,Healthcare Representative,1,Married,5409,6413,5,Y,No,18,4,2,80,2,4,1,1,4,2,5,3
22,No,Non-Travel,1231,Human Resources,17,4,Marketing,1,7627,3,Female,82,4,3,Manager,3,Married,1913,19931,5,Y,No,18,4,1,80,3,8,6,3,1,1,0,2
25,Yes,Non-Travel,168,Sales,15,2,Human Resources,1,8587,4,Female,31,1,1,Human Resources,4,Single,2313,17266,2,Y,No,16,3,2,80,2,10,6,2,8,0,3,0
29,No,Travel_Frequently,1025,Human Resources,12,5,Marketing,1,5674,2,Male,92,3,5,Healthcare Representative,2,Married,2851,18119,6,Y,Yes,24,3,4,80,0,3,0,2,1,2,1,4
27,No,Travel_Rarely,1180,Human Resources,7,1,Technical Degree,1,2755,2,Female,65,2,3,Sales Executive,1,Divorced,1234,6865,1,Y,Yes,17,4,1,80,2,3,4,1,1,2,4,5
18,No,Non-Travel,663,Sales,5,3,Human Resources,1,9966,3,Female,86,4,4,Sales Executive,2,Single,6222,18722,1,Y,No,22,3,1,80,1,9,5,3,1,4,4,2
22,No,Travel_Rarely,918,Sales,22,3,Technical Degree,1,5404,4,Male,96,4,3,Manufacturing Director,1,Single,3776,10668,6,Y,Yes,23,4,4,80,3,10,4,4,8,4,3,2
29,No,Travel_Rarely,840,Sales,27,5,Human Resources,1,7863,2,Male,57,4,5,Manager,3,Single,2224,5963,8,Y,No,21,4,2,80,2,10,1,1,0,1,0,2
27,No,Travel_Frequently,256,Sales,11,4,Life Sciences,1,5390,2,Male,88,3,2,Research Scientist,4,Married,5669,15121,0,Y,No,12,3,3,80,0,2,2,3,9,2,2,3
23,No,Non-Travel,771,Human Resources,11,1,Life Sciences,1,8284,4,Male,71,2,5,Manager,4,Single,6997,6004,9,Y,Yes,12,4,2,80,0,5,5,1,1,5,5,1
18,No,Travel_Rarely,533,Human Resources,6,4,Human Resources,1,5729,2,Female,56,4,5,Manufacturing Director,1,Married,4030,13478,9,Y,No,18,4,3,80,2,8,3,1,7,3,1,5
21,Yes,Travel_Rarely,1063,Research & Development,10,2,Human Resources,1,7851,1,Male,67,1,2,Sales Representative,1,Single,2844,4824,7,Y,Yes,13,3,1,80,1,4,0,2,0,1,5,4
27,No,Travel_Rarely,352,Human Resources,28,3,Human Resources,1,7416,1,Female,64,4,2,Healthcare Representative,1,Single,6335,19677,7,Y,No,12,3,2,80,0,5,4,1,3,6,0,5
25,No,Travel_Rarely,1318,Human Resources,1,2,Other,1,4571,1,Female,59,2,3,Research Scientist,4,Single,6360,5611,6,Y,No,22,4,4,80,3,11,6,3,6,6,2,4
26,No,Travel_Frequently,1390,Sales,23,5,Life Sciences,1,9118,4,Female,51,1,4,Sales Executive,1,Single,4993,6996,1,Y,No,13,3,4,80,1,3,6,1,9,5,5,5
21,Yes,Travel_Frequently,400,Human Resources,2,3,Technical Degree,1,9220,2,Male,87,1,3,Research Scientist,3,Single,4551,9718,4,Y,Yes,20,4,2,80,2,0,1,1,8,4,3,1
25,No,Travel_Rarely,1435,Research & Development,28,4,Medical,1,1953,1,Male,89,1,5,Laboratory Technician,1,Divorced,6694,17992,5,Y,No,13,4,1,80,2,3,3,4,5,4,3,0
29,No,Non-Travel,207,Human Resources,2,4,Marketing,1,3943,3,Female,54,1,3,Manufacturing Director,3,Single,6994,5738,4,Y,No,15,3,4,80,2,3,2,2,4,4,4,2
